topic_idx 0,sludge,phosphorus,process,stuttgart,struvite,dissolution,recovery,plant,product,wwtp,operation,digested,water,sewage,reactor
topic_idx 1,wastewater,tank,reactor,embodiments,struvite,reaction,treatment,flow,invention,section,upstream,method,according,example,piping
topic_idx 2,digest,acid,organic,calcined,calcite,calcium,digester,phosphate,anaerobic,process,phosphates,phosphorus,thermophilic,carbonate,magnesium
topic_idx 3,digestate,processing,fraction,process,techniques,liquid,treatment,ammonia,enhancement,technique,digestion,manure,solid,nutrient,content
topic_idx 4,biosolids,recovery,resource,energy,wastewater,research,nutrient,management,state,water,treatment,technologies,knowledge,potential,biogas
topic_idx 5,scope,silica,step,fluoride,phosphate,removal,method,ammonia,stage,pond,according,polishing,recovery,dissolution,stuttgart
topic_idx 6,membrane,water,draw,osmosis,recovery,struvite,forward,technol,wastewater,distillation,process,nutrient,phosphate,hybrid,flux
topic_idx 7,fertiliser,criteria,struvite,regulation,organic,contaminants,content,recovered,matter,limit,waste,inorganic,fertilisers,proposed,substrate
